NUMERO,FECHA,PROVEEDOR,NOMBRE,ENVASE,CANTIDAD,ORIGEN,DESTINO,MFL,MOVIMIENTO,FVO
0000-00001391-A,2025-01-28 19:40:19,30927.0,VARGAS TOMAS ANTONIO,JVR ,20.0,PJP    ,  41084,TR,salida,
0000-00001394-A,2025-01-28 20:18:59,12182.0,GIMENEZ MANUEL,JVR ,69.0,PJP    ,  40693,AC,salida,
0000-00001399-A,2025-01-28 19:38:49,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,56.0,PJP    ,  30051,TR,salida,
0000-00001405-A,2025-01-29 07:42:10,12421.0,LUNA REAL HNOS.,JVR ,23.0,PJP    ,  41445,TR,salida,
0000-00001406-A,2025-01-29 07:44:30,12421.0,LUNA REAL HNOS.,JVR ,18.0,PJP    ,  41445,TR,salida,
0000-00001409-A,2025-01-29 07:56:52,30428.0,LLANO ORGANICO Y CIA,JVR ,30.0,PJP    ,  41295,TR,salida,
0000-00001410-A,2025-01-29 08:00:20,31273.0,DUARTE MARCOS,JVR ,68.0,PJP    ,  30222,TR,salida,
0000-00001411-A,2025-01-29 08:03:50,12471.0,VALLE RURAL S.A.,JVR ,59.0,PJP    ,  41405,TR,salida,
0000-00001413-A,2025-01-29 08:12:40,30229.0,VEGA JAVIER,JVRE,50.0,PJP    ,  30229,SR,salida,
0000-00001414-A,2025-01-29 08:15:49,31016.0,COSTA FRUTICOLA E HIJOS,JVRE,68.0,PJP    ,  40588,TR,salida,
0000-00001416-A,2025-01-29 08:20:34,30595.0,SALINAS AGUSTIN LUCAS,JVR ,28.0,PJP    ,  41209,AC,salida,
0000-00001418-A,2025-01-29 08:48:36,30994.0,DIAZ NESTOR,JVR ,51.0,PJP    ,  40629,TR,salida,
0000-00001420-A,2025-01-29 08:53:43,31129.0,CORREA RODOLFO,JVR ,25.0,PJP    ,  30755,TR,salida,
0000-00001422-A,2025-01-29 09:02:36,40109.0,GOMEZ FACUNDO MARCOS,JVR ,25.0,PJP    ,  30115,TR,salida,
0000-00001423-A,2025-01-29 09:06:39,14420.0,HERNANDEZ WALTER HUGO,JVR ,24.0,PJP    ,  30701,AC,salida,
0000-00001430-A,2025-01-29 09:58:52,30066.0,BAJO FEDERAL HNOS.,JVR ,23.0,PJP    ,  30066,TR,salida,
0000-00001432-A,2025-01-29 10:11:46,31350.0,MARTINEZ ADRIAN,JVR ,25.0,PJP    ,  30507,TR,salida,
0000-00001434-A,2025-01-29 10:13:37,31301.0,LOPEZ SERGIO MARTIN,JVRE,37.0,PJP    ,  41201,TR,salida,
0000-00001435-A,2025-01-29 10:15:02,30810.0,DIAZ OSCAR,JVR ,31.0,PJP    ,  30810,TR,salida,
0000-00001438-A,2025-01-29 10:22:24,20001.0,MESETA NATURAL Y CIA,JVR ,72.0,PJP    ,  40070,TR,salida,
0000-00001439-A,2025-01-29 10:24:32,30837.0,QUIROGA HERNAN LUCAS,JVR ,20.0,PJP    ,  30837,TR,salida,
0000-00001442-A,2025-01-29 10:29:03,30982.0,LARGO MODERNO HNOS.,JVR ,43.0,PJP    ,  40450,SR,salida,
0000-00001446-A,2025-01-29 10:49:25,31273.0,DUARTE MARCOS,JVR ,48.0,PJP    ,  41501,TR,salida,
0000-00001449-A,2025-01-29 10:52:11,31273.0,DUARTE MARCOS,JVR ,82.0,PJP    ,  41553,TR,salida,
0000-00001450-A,2025-01-29 10:59:07,31301.0,LOPEZ SERGIO MARTIN,JVRE,37.0,PJP    ,  30336,SR,salida,
0000-00001451-A,2025-01-29 11:01:40,20001.0,MESETA NATURAL Y CIA,JVR ,67.0,PJP    ,  40070,TR,salida,
0000-00001453-A,2025-01-29 11:13:32,30427.0,LADERA HORTICOLA Y CIA,JVR ,23.0,PJP    ,  41307,TR,salida,
0000-00001454-A,2025-01-29 11:14:11,30428.0,LLANO ORGANICO Y CIA,JVR ,21.0,PJP    ,  41295,TR,salida,
0000-00001455-A,2025-01-29 11:19:07,31273.0,DUARTE MARCOS,JVR ,52.0,PJP    ,  41494,TR,salida,
0000-00001457-A,2025-01-29 11:32:25,30416.0,BOSQUE COLONIAL S.A.,JVR ,82.0,PJP    ,  30416,TR,salida,
0000-00001459-A,2025-01-29 11:35:45,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,65.0,PJP    ,  40987,TR,salida,
0000-00001460-A,2025-01-29 11:36:59,20001.0,MESETA NATURAL Y CIA,JVR ,32.0,PJP    ,  20001,TR,salida,
0000-00001462-A,2025-01-29 11:39:24,40071.0,RUIZ,JVR ,15.0,PJP    ,  30775,TR,salida,
0000-00001466-A,2025-01-29 11:58:47,12421.0,LUNA REAL HNOS.,JVR ,83.0,PJP    ,  41575,AC,salida,
0000-00001470-A,2025-01-29 12:14:08,31273.0,DUARTE MARCOS,JVR ,71.0,PJP    ,  40271,TR,salida,
0000-00001471-A,2025-01-29 12:14:52,30868.0,RINCON SILVESTRE S.R.L.,JVR ,74.0,PJP    ,  41168,AC,salida,
0000-00001477-A,2025-01-29 12:42:45,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,65.0,PJP    ,  30051,TR,salida,
0000-00001480-A,2025-01-29 12:50:13,30229.0,VEGA JAVIER,JVRE,56.0,PJP    ,  30229,SR,salida,
0000-00001486-A,2025-01-29 14:51:55,20001.0,MESETA NATURAL Y CIA,JVR ,19.0,PJP    ,  20001,TR,salida,
0000-00001487-A,2025-01-29 14:53:18,3024.0,LUNA RAMON FELIX,JVR ,32.0,PJP    ,  40075,TR,salida,
0000-00001496-A,2025-01-29 16:07:20,31394.0,SUR AGROPECUARIO SAS,JVR ,64.0,PJP    ,  41536,AC,salida,
0000-00001502-A,2025-01-29 16:31:07,30229.0,VEGA JAVIER,JVRE,61.0,PJP    ,  40180,SR,salida,
0000-00001503-A,2025-01-29 16:33:18,12421.0,LUNA REAL HNOS.,JVR ,27.0,PJP    ,  41445,TR,salida,
0000-00001506-A,2025-01-29 16:42:47,30970.0,MARTINEZ ANTONIO SERGIO,JVR ,23.0,PJP    ,  41420,TR,salida,
0000-00001507-A,2025-01-29 16:43:25,31269.0,QUIROGA JAVIER,JVR ,14.0,PJP    ,  40665,TR,salida,
0000-00001508-A,2025-01-29 16:46:20,30427.0,LADERA HORTICOLA Y CIA,JVR ,39.0,PJP    ,  41307,TR,salida,
0000-00001509-A,2025-01-29 17:00:15,35041.0,PRADO FRUTICOLA S.R.L.,JVR ,34.0,PJP    ,  30569,TR,salida,
0000-00001511-A,2025-01-29 17:16:10,12422.0,PERALTA GABRIEL CLAUDIO,JVR ,30.0,PJP    ,  30375,AC,salida,
0000-00001512-A,2025-01-29 17:17:20,31238.0,IBARRA,JVR ,24.0,PJP    ,  30068,AC,salida,
0000-00001514-A,2025-01-29 17:31:15,40071.0,RUIZ,JVR ,28.0,PJP    ,  40295,TR,salida,
0000-00001515-A,2025-01-29 17:32:05,40071.0,RUIZ,JVR ,19.0,PJP    ,  40295,TR,salida,
0000-00001519-A,2025-01-29 18:02:38,30149.0,PAREDES LUCAS CESAR,JVR ,70.0,PJP    ,  30149,TR,salida,
0000-00001524-A,2025-01-29 18:39:41,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,64.0,PJP    ,  30051,TR,salida,
0000-00001527-A,2025-01-29 18:47:15,30380.0,PIEDRA PRINCIPAL S.A.,JVR ,40.0,PJP    ,  40152,AC,salida,
0000-00001529-A,2025-01-29 18:52:56,40071.0,RUIZ,JVR ,23.0,PJP    ,  40295,TR,salida,
0000-00001531-A,2025-01-29 19:04:46,30266.0,MANANTIAL MODERNO SRL,JVR ,69.0,PJP    ,  30266,TR,salida,
0000-00001532-A,2025-01-29 19:09:11,40071.0,RUIZ,JVR ,23.0,PJP    ,  40295,TR,salida,
0000-00001533-A,2025-01-29 19:11:50,20001.0,MESETA NATURAL Y CIA,JVR ,89.0,PJP    ,  40070,TR,salida,
0000-00001538-A,2025-01-29 19:31:07,30069.0,PORTAL SILVESTRE E HIJOS,JVR ,43.0,PJP    ,  30643,AC,salida,
0000-00001552-A,2025-01-30 08:03:36,30229.0,VEGA JAVIER,JVRE,56.0,PJP    ,  30229,SR,salida,
0000-00001553-A,2025-01-30 08:04:17,20001.0,MESETA NATURAL Y CIA,JVR ,39.0,PJP    ,  20001,TR,salida,
0000-00001554-A,2025-01-30 08:04:39,31389.0,CABRERA ANDRES SERGIO,JVR ,24.0,PJP    ,  30767,TR,salida,
0000-00001555-A,2025-01-30 08:06:00,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,21.0,PJP    ,  41320,TR,salida,
0000-00001556-A,2025-01-30 08:06:43,31387.0,MORALES ROBERTO DARIO,JVR ,37.0,PJP    ,  41019,TR,salida,
0000-00001557-A,2025-01-30 08:07:19,30066.0,BAJO FEDERAL HNOS.,JVR ,15.0,PJP    ,  30066,TR,salida,
0000-00001558-A,2025-01-30 08:11:12,31301.0,LOPEZ SERGIO MARTIN,JVRE,29.0,PJP    ,  41201,TR,salida,
0000-00001559-A,2025-01-30 08:17:05,20001.0,MESETA NATURAL Y CIA,JVR ,27.0,PJP    ,  20001,TR,salida,
0000-00001560-A,2025-01-30 08:20:59,30009.0,BOSQUE PRINCIPAL HNOS.,JVR ,15.0,PJP    ,  30009,TR,salida,
0000-00001561-A,2025-01-30 08:27:20,31016.0,COSTA FRUTICOLA E HIJOS,JVRE,64.0,PJP    ,  40588,TR,salida,
0000-00001562-A,2025-01-30 08:29:16,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,27.0,PJP    ,  41320,TR,salida,
0000-00001568-A,2025-01-30 08:46:38,40109.0,GOMEZ FACUNDO MARCOS,JVR ,21.0,PJP    ,  30115,TR,salida,
0000-00001570-A,2025-01-30 09:11:24,31273.0,DUARTE MARCOS,JVR ,55.0,PJP    ,  30749,TR,salida,
0000-00001574-A,2025-01-30 09:45:51,30297.0,RIBERA PRODUCTIVO S.A.,JVR ,20.0,PJP    ,  30297,TR,salida,
0000-00001575-A,2025-01-30 09:48:09,31350.0,MARTINEZ ADRIAN,JVR ,36.0,PJP    ,  30507,TR,salida,
0000-00001577-A,2025-01-30 09:50:25,30074.0,LARGO MAYOR HNOS.,JVR ,42.0,PJP    ,  40285,AC,salida,
0000-00001585-A,2025-01-30 10:10:05,30625.0,VERA SERGIO MANUEL,JVR ,34.0,PJP    ,  30625,AC,salida,
0000-00001587-A,2025-01-30 10:13:48,30996.0,AGUIRRE SERGIO ALBERTO,JVR ,59.0,PJP    ,  40823,TR,salida,
0000-00001588-A,2025-01-30 10:14:35,30096.0,CUMBRE AGRARIO Y CIA,JVR ,75.0,PJP    ,  30096,TR,salida,
0000-00001589-A,2025-01-30 10:15:33,40081.0,ARENA AGROPECUARIO HNOS.,JVR ,53.0,PJP    ,  41083,TR,salida,
0000-00001591-A,2025-01-30 10:17:50,30066.0,BAJO FEDERAL HNOS.,JVR ,22.0,PJP    ,  30066,TR,salida,
0000-00001595-A,2025-01-30 10:29:04,31273.0,DUARTE MARCOS,JVR ,55.0,PJP    ,  30808,TR,salida,
0000-00001596-A,2025-01-30 10:32:53,30313.0,COLINA CAMPESTRE S.A.,JVR ,29.0,PJP    ,  41102,TR,salida,
0000-00001602-A,2025-01-30 10:51:52,30229.0,VEGA JAVIER,JVRE,49.0,PJP    ,  30229,SR,salida,
0000-00001605-A,2025-01-30 10:59:53,30073.0,RIO ORGANICO E HIJOS,JVR ,36.0,PJP    ,  40139,AC,salida,
0000-00001606-A,2025-01-30 11:01:46,30073.0,RIO ORGANICO E HIJOS,JVR ,20.0,PJP    ,  40140,AC,salida,
0000-00001607-A,2025-01-30 11:03:01,31261.0,LADERA REAL Y CIA,JVRE,62.0,PJP    ,  40272,TR,salida,
0000-00001608-A,2025-01-30 11:05:32,31342.0,TROPICO REGIONAL S.A.,JVR ,17.0,PJP    ,  30442,TR,salida,
0000-00001610-A,2025-01-30 11:11:49,30994.0,DIAZ NESTOR,JVR ,28.0,PJP    ,  40629,TR,salida,
0000-00001616-A,2025-01-30 12:14:18,31387.0,MORALES ROBERTO DARIO,JVR ,36.0,PJP    ,  41019,TR,salida,
0000-00001617-A,2025-01-30 12:17:44,40073.0,AZUL PRIMERO S.R.L.,JVR ,25.0,PJP    ,  40303,TR,salida,
0000-00001619-A,2025-01-30 12:23:55,31091.0,ROJO PRINCIPAL S.A.,JVRE,29.0,PJP    ,  40855,SR,salida,
0000-00001622-A,2025-01-30 12:49:53,30868.0,RINCON SILVESTRE S.R.L.,JVR ,70.0,PJP    ,  35045,AC,salida,
0000-00001624-A,2025-01-30 13:06:33,30198.0,AURORA FEDERAL HNOS.,JVR ,25.0,PJP    ,  41029,TR,salida,
0000-00001627-A,2025-01-30 14:34:55,30810.0,DIAZ OSCAR,JVR ,44.0,PJP    ,  30810,TR,salida,
0000-00001629-A,2025-01-30 14:53:51,31273.0,DUARTE MARCOS,JVR ,53.0,PJP    ,  41504,TR,salida,
0000-00001630-A,2025-01-30 15:05:48,20041.0,CASTRO ADRIAN FABIAN,JVR ,24.0,PJP    ,  40089,AC,salida,
0000-00001631-A,2025-01-30 15:13:31,30606.0,PUENTE PRODUCTIVO HNOS.,JVR ,24.0,PJP    ,  41219,TR,salida,
0000-00001632-A,2025-01-30 15:20:03,30927.0,VARGAS TOMAS ANTONIO,JVR ,30.0,PJP    ,  41084,TR,salida,
0000-00001633-A,2025-01-30 15:20:43,30427.0,LADERA HORTICOLA Y CIA,JVR ,28.0,PJP    ,  41307,TR,salida,
0000-00001635-A,2025-01-30 15:28:33,30427.0,LADERA HORTICOLA Y CIA,JVR ,28.0,PJP    ,  41307,TR,salida,
0000-00001636-A,2025-01-30 15:30:20,31404.0,ORTIZ ESTEBAN,JVR ,44.0,PJP    ,  41600,AC,salida,
0000-00001638-A,2025-01-30 15:36:14,30427.0,LADERA HORTICOLA Y CIA,JVR ,35.0,PJP    ,  41307,TR,salida,
0000-00001640-A,2025-01-30 15:38:03,30787.0,CASTRO ALEJANDRO,JVR ,15.0,PJP    ,  30787,TR,salida,
0000-00001644-A,2025-01-30 15:51:58,20041.0,CASTRO ADRIAN FABIAN,JVR ,21.0,PJP    ,  40089,AC,salida,
0000-00001646-A,2025-01-30 16:00:15,31091.0,ROJO PRINCIPAL S.A.,JVRE,19.0,PJP    ,  40855,SR,salida,
0000-00001648-A,2025-01-30 16:04:09,30229.0,VEGA JAVIER,JVRE,65.0,PJP    ,  40180,SR,salida,
0000-00001650-A,2025-01-30 16:09:19,31091.0,ROJO PRINCIPAL S.A.,JVRE,30.0,PJP    ,  40855,SR,salida,
0000-00001652-A,2025-01-30 16:16:38,31301.0,LOPEZ SERGIO MARTIN,JVRE,43.0,PJP    ,  41201,TR,salida,
0000-00001654-A,2025-01-30 16:25:54,30066.0,BAJO FEDERAL HNOS.,JVR ,24.0,PJP    ,  30066,TR,salida,
0000-00001661-A,2025-01-30 17:38:12,30437.0,PIEDRA COMERCIAL Y CIA,JVR ,29.0,PJP    ,  40162,AC,salida,
0000-00001662-A,2025-01-30 17:41:49,31424.0,RIBERA PRINCIPAL HNOS.,JVR ,20.0,PJP    ,  41444,AC,salida,
0000-00001664-A,2025-01-30 17:45:06,12421.0,LUNA REAL HNOS.,JVR ,49.0,PJP    ,  41445,TR,salida,
0000-00001665-A,2025-01-30 17:53:32,30173.0,LARGO FERTIL SRL,JVR ,41.0,PJP    ,  41463,TR,salida,
0000-00001666-A,2025-01-30 17:59:23,30868.0,RINCON SILVESTRE S.R.L.,JVRE,106.0,PJP    ,  35045,TR,salida,
0000-00001668-A,2025-01-30 18:01:17,31350.0,MARTINEZ ADRIAN,JVR ,29.0,PJP    ,  30507,TR,salida,
0000-00001669-A,2025-01-30 18:02:49,31391.0,MORENO FRANCISCO ESTEBAN,JVR ,63.0,PJP    ,  41582,AC,salida,
0000-00001673-A,2025-01-30 18:15:40,30066.0,BAJO FEDERAL HNOS.,JVR ,36.0,PJP    ,  30066,TR,salida,
0000-00001675-A,2025-01-30 18:33:36,30885.0,RINCON ORGANICO HNOS.,JVR ,69.0,PJP    ,  30885,TR,salida,
0000-00001676-A,2025-01-30 18:38:20,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,68.0,PJP    ,  30051,TR,salida,
0000-00001677-A,2025-01-30 18:39:54,31042.0,VERDE NATURAL HNOS.,JVR ,82.0,PJP    ,  40436,TR,salida,
0000-00001678-A,2025-01-30 18:41:35,31273.0,DUARTE MARCOS,JVR ,53.0,PJP    ,  40783,TR,salida,
0000-00001680-A,2025-01-30 18:45:01,40071.0,RUIZ,JVR ,29.0,PJP    ,  40295,TR,salida,
0000-00001681-A,2025-01-30 18:45:41,40071.0,RUIZ,JVR ,20.0,PJP    ,  40295,TR,salida,
0000-00001684-A,2025-01-30 18:52:04,31091.0,ROJO PRINCIPAL S.A.,JVRE,39.0,PJP    ,  40855,SR,salida,
0000-00001686-A,2025-01-30 19:04:06,31091.0,ROJO PRINCIPAL S.A.,JVRE,26.0,PJP    ,  40855,SR,salida,
0000-00001687-A,2025-01-30 19:07:05,40115.0,QUIROGA PEDRO,JVR ,62.0,PJP    ,  40587,TR,salida,
0000-00001689-A,2025-01-30 19:11:40,31223.0,CASCADA FERTIL S.A.,JVR ,56.0,PJP    ,  40817,TR,salida,
0000-00001692-A,2025-01-30 19:42:21,30066.0,BAJO FEDERAL HNOS.,JVR ,44.0,PJP    ,  30066,TR,salida,
0000-00001696-A,2025-01-30 21:37:56,31329.0,LARGO AGROPECUARIO S.A.,JVR ,28.0,PJP    ,  41425,TR,salida,
0000-00001696-A,2025-01-30 21:37:56,40081.0,ARENA AGROPECUARIO HNOS.,JVR ,49.0,PJP    ,  41083,TR,salida,
0000-00001709-A,2025-01-31 00:42:36,20001.0,MESETA NATURAL Y CIA,JVR ,65.0,PJP    ,  40070,TR,salida,
0000-00001713-A,2025-01-31 06:31:06,12471.0,VALLE RURAL S.A.,JVR ,52.0,PJP    ,  41405,TR,salida,
0000-00001715-A,2025-01-31 06:46:18,12421.0,LUNA REAL HNOS.,JVR ,24.0,PJP    ,  41575,TR,salida,
0000-00001715-A,2025-01-31 06:46:18,12421.0,LUNA REAL HNOS.,JVRE,43.0,PJP    ,  41575,TR,salida,
0000-00001716-A,2025-01-31 07:48:52,12421.0,LUNA REAL HNOS.,JVR ,23.0,PJP    ,  41445,TR,salida,
0000-00001717-A,2025-01-31 07:49:40,12421.0,LUNA REAL HNOS.,JVR ,30.0,PJP    ,  41445,AC,salida,
0000-00001718-A,2025-01-31 07:50:24,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,23.0,PJP    ,  41320,TR,salida,
0000-00001719-A,2025-01-31 07:56:29,30297.0,RIBERA PRODUCTIVO S.A.,JVR ,24.0,PJP    ,  30297,TR,salida,
0000-00001720-A,2025-01-31 07:56:58,30229.0,VEGA JAVIER,JVRE,49.0,PJP    ,  30229,TR,salida,
0000-00001722-A,2025-01-31 08:06:07,30837.0,QUIROGA HERNAN LUCAS,JVR ,26.0,PJP    ,  30837,TR,salida,
0000-00001723-A,2025-01-31 08:07:06,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,25.0,PJP    ,  41320,TR,salida,
0000-00001724-A,2025-01-31 08:18:38,40071.0,RUIZ,JVR ,23.0,PJP    ,  30775,TR,salida,
0000-00001725-A,2025-01-31 08:24:31,40298.0,MORENO ALBERTO,JVRE,43.0,PJP    ,  41161,AC,salida,
0000-00001727-A,2025-01-31 08:26:32,40187.0,LUNA ARIEL,JVR ,22.0,PJP    ,  40762,TR,salida,
0000-00001729-A,2025-01-31 09:03:12,30428.0,LLANO ORGANICO Y CIA,JVR ,27.0,PJP    ,  41295,TR,salida,
0000-00001731-A,2025-01-31 09:08:41,30066.0,BAJO FEDERAL HNOS.,JVR ,26.0,PJP    ,  30066,TR,salida,
0000-00001732-A,2025-01-31 09:11:02,20001.0,MESETA NATURAL Y CIA,JVR ,21.0,PJP    ,  20001,TR,salida,
0000-00001738-A,2025-01-31 09:32:48,30006.0,MIRANDA RUBEN PABLO,JVR ,33.0,PJP    ,  30006,TR,salida,
0000-00001740-A,2025-01-31 09:35:13,31261.0,LADERA REAL Y CIA,JVRE,33.0,PJP    ,  30997,AC,salida,
0000-00001741-A,2025-01-31 09:38:32,31223.0,CASCADA FERTIL S.A.,JVR ,60.0,PJP    ,  40167,TR,salida,
0000-00001743-A,2025-01-31 09:48:01,30994.0,DIAZ NESTOR,JVR ,20.0,PJP    ,  40629,TR,salida,
0000-00001745-A,2025-01-31 09:58:29,31261.0,LADERA REAL Y CIA,JVRE,22.0,PJP    ,  30997,AC,salida,
0000-00001746-A,2025-01-31 10:00:33,31064.0,JIMENEZ ADRIAN EMILIO,JVR ,65.0,PJP    ,  30721,TR,salida,
0000-00001752-A,2025-01-31 10:23:52,30023.0,RAMOS RAMON,JVR ,8.0,PJP    ,  40099,TR,salida,
0000-00001752-A,2025-01-31 10:23:52,30427.0,LADERA HORTICOLA Y CIA,JVR ,13.0,PJP    ,  41307,TR,salida,
0000-00001756-A,2025-01-31 10:34:54,30303.0,PAREDES FACUNDO FABIAN,JVR ,26.0,PJP    ,  30303,AC,salida,
0000-00001758-A,2025-01-31 10:39:38,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,31.0,PJP    ,  40187,TR,salida,
0000-00001760-A,2025-01-31 10:47:36,31387.0,MORALES ROBERTO DARIO,JVR ,30.0,PJP    ,  41019,TR,salida,
0000-00001762-A,2025-01-31 10:50:23,31091.0,ROJO PRINCIPAL S.A.,JVRE,37.0,PJP    ,  40855,SR,salida,
0000-00001763-A,2025-01-31 10:51:48,31273.0,DUARTE MARCOS,JVR ,53.0,PJP    ,  41504,TR,salida,
0000-00001766-A,2025-01-31 10:56:52,30427.0,LADERA HORTICOLA Y CIA,JVR ,24.0,PJP    ,  41307,TR,salida,
0000-00001769-A,2025-01-31 11:20:20,30282.0,SUR FRUTAL E HIJOS,JVR ,30.0,PJP    ,  30553,AC,salida,
0000-00001771-A,2025-01-31 11:23:34,30674.0,GRAN REGIONAL SAS,JVR ,19.0,PJP    ,  40753,AC,salida,
0000-00001774-A,2025-01-31 11:41:46,30380.0,PIEDRA PRINCIPAL S.A.,JVR ,25.0,PJP    ,  40152,AC,salida,
0000-00001777-A,2025-01-31 12:04:59,30982.0,LARGO MODERNO HNOS.,JVR ,23.0,PJP    ,  40450,SR,salida,
0000-00001786-A,2025-01-31 12:34:41,30229.0,VEGA JAVIER,JVRE,60.0,PJP    ,  30229,SR,salida,
0000-00001788-A,2025-01-31 12:38:29,30586.0,LADERA NATURAL HNOS.,JVR ,26.0,PJP    ,  40623,TR,salida,
0000-00001792-A,2025-01-31 12:54:08,31292.0,MONTOYA MAURICIO GUSTAVO,JVR ,66.0,PJP    ,  30800,TR,salida,
0000-00001795-A,2025-01-31 13:04:15,30437.0,PIEDRA COMERCIAL Y CIA,JVR ,49.0,PJP    ,  40162,AC,salida,
0000-00001802-A,2025-01-31 14:29:30,30885.0,RINCON ORGANICO HNOS.,JVR ,23.0,PJP    ,  30885,TR,salida,
0000-00001804-A,2025-01-31 14:36:23,31329.0,LARGO AGROPECUARIO S.A.,JVR ,57.0,PJP    ,  41425,TR,salida,
0000-00001815-A,2025-01-31 15:16:59,20001.0,MESETA NATURAL Y CIA,JVR ,27.0,PJP    ,  20001,TR,salida,
0000-00001817-A,2025-01-31 15:30:23,20001.0,MESETA NATURAL Y CIA,JVR ,54.0,PJP    ,  40070,TR,salida,
0000-00001822-A,2025-01-31 15:53:45,30066.0,BAJO FEDERAL HNOS.,JVR ,32.0,PJP    ,  30066,TR,salida,
0000-00001824-A,2025-01-31 15:57:47,31121.0,CUMBRE FRUTAL HNOS.,JVR ,30.0,PJP    ,  30168,TR,salida,
0000-00001825-A,2025-01-31 16:00:34,31261.0,LADERA REAL Y CIA,JVRE,81.0,PJP    ,  40272,TR,salida,
0000-00001828-A,2025-01-31 16:08:00,30229.0,VEGA JAVIER,JVRE,51.0,PJP    ,  40180,SR,salida,
0000-00001830-A,2025-01-31 16:12:10,30927.0,VARGAS TOMAS ANTONIO,JVR ,23.0,PJP    ,  41084,TR,salida,
0000-00001831-A,2025-01-31 16:13:45,31253.0,LARGO FEDERAL SA,JVRE,50.0,PJP    ,  41510,TR,salida,
0000-00001833-A,2025-01-31 16:16:14,30357.0,CABRERA JAVIER RAUL,JVR ,20.0,PJP    ,  30357,TR,salida,
0000-00001837-A,2025-01-31 16:36:08,31257.0,RAMOS MIGUEL GUSTAVO,JVR ,50.0,PJP    ,  30996,TR,salida,
0000-00001838-A,2025-01-31 16:37:44,30149.0,PAREDES LUCAS CESAR,JVR ,78.0,PJP    ,  30149,TR,salida,
0000-00001841-A,2025-01-31 16:50:30,31257.0,RAMOS MIGUEL GUSTAVO,JVR ,62.0,PJP    ,  30996,AC,salida,
0000-00001842-A,2025-01-31 16:51:24,31261.0,LADERA REAL Y CIA,JVRE,63.0,PJP    ,  40322,TR,salida,
0000-00001843-A,2025-01-31 16:53:38,20001.0,MESETA NATURAL Y CIA,JVR ,60.0,PJP    ,  40070,TR,salida,
0000-00001848-A,2025-01-31 17:12:32,40098.0,BOSQUE CENTRAL Y CIA,JVR ,23.0,PJP    ,  40388,TR,salida,
0000-00001850-A,2025-01-31 17:24:46,35041.0,PRADO FRUTICOLA S.R.L.,JVR ,39.0,PJP    ,  30569,TR,salida,
0000-00001852-A,2025-01-31 17:32:18,30811.0,RAMOS FABIAN MIGUEL,JVR ,22.0,PJP    ,  30811,TR,salida,
0000-00001853-A,2025-01-31 17:33:32,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,18.0,PJP    ,  30515,TR,salida,
0000-00001854-A,2025-01-31 17:34:06,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,57.0,PJP    ,  40351,TR,salida,
0000-00001857-A,2025-01-31 17:39:35,31342.0,TROPICO REGIONAL S.A.,JVR ,21.0,PJP    ,  30442,TR,salida,
0000-00001860-A,2025-01-31 17:48:40,30428.0,LLANO ORGANICO Y CIA,JVR ,39.0,PJP    ,  41295,TR,salida,
0000-00001863-A,2025-01-31 18:02:48,12426.0,MORALES FRANCISCO MAURICIO,JVR ,3.0,PJP    ,  30326,TR,salida,
0000-00001863-A,2025-01-31 18:02:48,31299.0,SOSA MARCOS JAVIER,JVR ,9.0,PJP    ,  40365,TR,salida,
0000-00001865-A,2025-01-31 18:10:26,31223.0,CASCADA FERTIL S.A.,JVR ,48.0,PJP    ,  40817,TR,salida,
0000-00001868-A,2025-01-31 18:19:38,30868.0,RINCON SILVESTRE S.R.L.,JVRE,80.0,PJP    ,  35045,TR,salida,
0000-00001870-A,2025-01-31 18:34:49,20001.0,MESETA NATURAL Y CIA,JVR ,50.0,PJP    ,  40070,TR,salida,
0000-00001872-A,2025-01-31 18:36:33,31301.0,LOPEZ SERGIO MARTIN,JVRE,46.0,PJP    ,  41201,TR,salida,
0000-00001874-A,2025-01-31 18:40:59,30728.0,MONTE SILVESTRE SRL,JVR ,30.0,PJP    ,  20009,TR,salida,
0000-00001875-A,2025-01-31 18:42:11,31223.0,CASCADA FERTIL S.A.,JVR ,59.0,PJP    ,  40817,TR,salida,
0000-00001877-A,2025-01-31 18:46:11,12422.0,PERALTA GABRIEL CLAUDIO,JVR ,30.0,PJP    ,  30375,TR,salida,
0000-00001878-A,2025-01-31 18:49:49,30595.0,SALINAS AGUSTIN LUCAS,JVR ,24.0,PJP    ,  41172,AC,salida,
0000-00001880-A,2025-01-31 18:51:26,40071.0,RUIZ,JVR ,26.0,PJP    ,  40295,TR,salida,
0000-00001884-A,2025-01-31 19:18:43,40109.0,GOMEZ FACUNDO MARCOS,JVR ,23.0,PJP    ,  30115,TR,salida,
