NUMERO,FECHA,PROVEEDOR,NOMBRE,ENVASE,CANTIDAD,ORIGEN,DESTINO,MFL,MOVIMIENTO,FVO
0000-00005105-A,2025-02-19 21:23:06,40080.0,PAEZ,JVR ,60.0,  40332,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005113-A,2025-02-19 21:33:07,20001.0,MESETA NATURAL Y CIA,JVR ,65.0,  40070,ZL06   ,XX,entrada,2025-03-01 01:55:53
0000-00005117-A,2025-02-19 21:49:36,12182.0,GIMENEZ MANUEL,JVR ,65.0,  40693,Z8D    ,XX,entrada,2025-03-04 05:16:37
0000-00005119-A,2025-02-19 22:23:59,31427.0,QUIROGA JAVIER OSCAR,JVR ,44.0,  41547,Z8D    ,XX,entrada,2025-03-04 05:16:37
0000-00005119-A,2025-02-19 22:23:59,31427.0,QUIROGA JAVIER OSCAR,JVR ,14.0,  41547,ZLV2   ,XX,entrada,2025-02-20 05:19:32
0000-00005122-A,2025-02-19 22:40:58,40410.0,PEREZ MIGUEL CLAUDIO,JVRE,47.0,  41150,Z14B   ,XX,entrada,2025-02-27 08:15:53
0000-00005124-A,2025-02-19 22:48:03,20001.0,MESETA NATURAL Y CIA,JVR ,84.0,  20001,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005125-A,2025-02-19 22:58:41,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,66.0,  40187,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005127-A,2025-02-19 23:04:01,31379.0,BAJO AGRARIO S.R.L.,JVR ,62.0,  41590,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005133-A,2025-02-20 00:12:24,30387.0,ESTANCIA NATURAL SRL,JVR ,58.0,  41015,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005134-A,2025-02-20 00:41:26,31329.0,LARGO AGROPECUARIO S.A.,JVR ,7.0,  40425,ZL06   ,XX,entrada,2025-02-20 04:34:08
0000-00005136-A,2025-02-20 00:52:17,31329.0,LARGO AGROPECUARIO S.A.,JVR ,30.0,  41425,ZLV2   ,XX,entrada,2025-02-20 05:19:32
0000-00005141-A,2025-02-20 02:17:03,31092.0,RAMIREZ MARTIN NESTOR,JVRE,63.0,  30851,Z14B   ,XX,entrada,2025-02-27 08:15:53
0000-00005143-A,2025-02-20 03:51:54,31223.0,CASCADA FERTIL S.A.,JVR ,66.0,  40817,ZL06   ,XX,entrada,2025-02-20 15:54:11
0000-00005147-A,2025-02-20 04:49:37,12421.0,LUNA REAL HNOS.,JVR ,66.0,  30469,Z1E    ,XX,entrada,2025-03-04 02:43:47
0000-00005149-A,2025-02-20 06:53:32,40110.0,PRADERA ORGANICO HNOS.,JVR ,55.0,  40742,ZL06   ,XX,entrada,2025-02-20 07:54:20
0000-00005153-A,2025-02-20 07:42:39,40410.0,PEREZ MIGUEL CLAUDIO,JVRE,60.0,  41150,Z14C   ,XX,entrada,2025-02-28 14:30:00
0000-00005157-A,2025-02-20 08:11:28,30018.0,GONZALEZ RAMON FERNANDO,JVR ,12.0,  30018,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005159-A,2025-02-20 08:16:56,12464.0,CORREA FELIX,JVR ,10.0,  30525,ZL06   ,XX,entrada,2025-03-03 11:30:48
0000-00005159-A,2025-02-20 08:16:56,12464.0,CORREA FELIX,JVR ,26.0,  30525,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005157-A,2025-02-20 08:11:28,30018.0,GONZALEZ RAMON FERNANDO,PDA ,18.0,  30018,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005163-A,2025-02-20 08:38:09,30927.0,VARGAS TOMAS ANTONIO,JVR ,17.0,  41084,ZL03   ,XX,entrada,2025-02-20 08:53:26
0000-00005165-A,2025-02-20 08:49:06,30016.0,GOMEZ ESTEBAN,JVR ,27.0,  30016,ZL03   ,XX,entrada,2025-02-20 10:01:23
0000-00005169-A,2025-02-20 09:08:37,30297.0,RIBERA PRODUCTIVO S.A.,JVR ,1.0,  30297,ZL09   ,XX,entrada,2025-03-03 01:01:53
0000-00005169-A,2025-02-20 09:08:37,30297.0,RIBERA PRODUCTIVO S.A.,JVR ,24.0,  30297,ZL03   ,XX,entrada,2025-02-20 10:01:23
0000-00005171-A,2025-02-20 09:14:26,31240.0,JIMENEZ IGNACIO ALEJANDRO,J   ,2.0,  30128,ZL01   ,XX,entrada,2025-02-20 10:01:23
0000-00005171-A,2025-02-20 09:14:26,31240.0,JIMENEZ IGNACIO ALEJANDRO,JVR ,4.0,  30128,ZL01   ,XX,entrada,2025-02-20 10:01:23
0000-00005171-A,2025-02-20 09:14:26,31240.0,JIMENEZ IGNACIO ALEJANDRO,PDA ,17.0,  30128,ZL01   ,XX,entrada,2025-02-20 10:01:23
0000-00005173-A,2025-02-20 09:29:18,31223.0,CASCADA FERTIL S.A.,JVR ,71.0,  40817,ZL01   ,XX,entrada,2025-02-20 10:01:23
0000-00005174-A,2025-02-20 09:37:04,40071.0,RUIZ,JVR ,22.0,  30775,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005175-A,2025-02-20 09:42:11,20041.0,CASTRO ADRIAN FABIAN,JVR ,13.0,  20041,ZL06   ,XX,entrada,2025-03-04 05:46:13
0000-00005175-A,2025-02-20 09:42:11,20041.0,CASTRO ADRIAN FABIAN,JVR ,8.0,  20041,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005179-A,2025-02-20 10:05:03,20009.0,CUESTA FRUTAL SRL,JVR ,32.0,  41520,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005181-A,2025-02-20 10:12:57,31329.0,LARGO AGROPECUARIO S.A.,JVR ,8.0,  41425,ZL06   ,XX,entrada,2025-03-18 19:48:08
0000-00005183-A,2025-02-20 10:29:07,31350.0,MARTINEZ ADRIAN,JVR ,45.0,  30507,Z3I    ,XX,entrada,2025-02-21 03:25:03
0000-00005185-A,2025-02-20 10:34:12,40187.0,LUNA ARIEL,JVR ,3.0,  40762,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005185-A,2025-02-20 10:34:12,40187.0,LUNA ARIEL,JVR ,20.0,  40762,ZL06   ,XX,entrada,2025-03-04 05:46:13
0000-00005186-A,2025-02-20 10:44:07,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,4.0,  30664,ZL06   ,XX,entrada,2025-02-20 11:01:18
0000-00005186-A,2025-02-20 10:44:07,13450.0,RAMIREZ FELIX CRISTIAN,JVR ,59.0,  30664,ZL06   ,XX,entrada,2025-03-04 05:46:13
0000-00005189-A,2025-02-20 10:59:45,30810.0,DIAZ OSCAR,JVR ,17.0,  30810,Z3G    ,XX,entrada,2025-02-24 12:38:54
0000-00005189-A,2025-02-20 10:59:45,30810.0,DIAZ OSCAR,JVR ,3.0,  30810,ZL06   ,XX,entrada,2025-02-20 12:00:00
0000-00005101-A,2025-02-19 21:07:12,31096.0,SENDERO MAYOR SAS,JVR ,7.0,  41300,ZL11   ,XX,entrada,2025-02-23 17:34:30
0000-00005101-A,2025-02-19 21:07:12,31096.0,SENDERO MAYOR SAS,JVR ,14.0,  41300,ZL11   ,XX,entrada,2025-02-23 17:34:30
0000-00005190-A,2025-02-20 11:24:52,31305.0,DIAZ OMAR IGNACIO,JVR ,26.0,  30338,ZL06   ,XX,entrada,2025-02-20 12:00:00
0000-00005192-A,2025-02-20 11:36:12,31301.0,LOPEZ SERGIO MARTIN,JVRE,35.0,  41201,Z14B   ,XX,entrada,2025-02-27 08:15:53
0000-00005190-A,2025-02-20 11:24:52,31305.0,DIAZ OMAR IGNACIO,PDA ,6.0,  30338,ZL06   ,XX,entrada,2025-02-20 12:00:00
0000-00005196-A,2025-02-20 12:00:44,31261.0,LADERA REAL Y CIA,JVRE,60.0,  40272,Z14C   ,XX,entrada,2025-02-28 13:37:26
0000-00005199-A,2025-02-20 12:21:40,30994.0,DIAZ NESTOR,JVR ,31.0,  40792,Z3G    ,XX,entrada,2025-02-24 12:38:54
0000-00005204-A,2025-02-20 12:36:58,31016.0,COSTA FRUTICOLA E HIJOS,JVRE,72.0,  40588,Z14E   ,XX,entrada,2025-02-27 13:49:28
0000-00005205-A,2025-02-20 12:44:22,31009.0,MOLINA ADRIAN DANIEL,JVR ,57.0,  30511,ZL06   ,XX,entrada,2025-02-20 15:54:11
0000-00005206-A,2025-02-20 13:07:38,31301.0,LOPEZ SERGIO MARTIN,JVR ,72.0,  30779,ZL06   ,XX,entrada,2025-02-20 15:54:11
0000-00005224-A,2025-02-20 14:24:05,3024.0,LUNA RAMON FELIX,JVR ,12.0,  20007,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005227-A,2025-02-20 14:28:41,31273.0,DUARTE MARCOS,JVR ,83.0,  41494,ZL06   ,XX,entrada,2025-02-20 15:54:11
0000-00005232-A,2025-02-20 14:59:05,30427.0,LADERA HORTICOLA Y CIA,JVRE,17.0,  30070,ZL06   ,XX,entrada,2025-03-11 05:21:50
0000-00005236-A,2025-02-20 15:10:36,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,68.0,  30193,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005238-A,2025-02-20 15:19:24,31394.0,SUR AGROPECUARIO SAS,JVR ,20.0,  41536,Z2C    ,XX,entrada,2025-03-03 21:13:05
0000-00005238-A,2025-02-20 15:19:24,31394.0,SUR AGROPECUARIO SAS,JVR ,20.0,  41536,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005240-A,2025-02-20 15:32:55,20041.0,CASTRO ADRIAN FABIAN,JVR ,21.0,  40087,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005245-A,2025-02-20 15:44:54,31273.0,DUARTE MARCOS,JVR ,64.0,  30709,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005245-A,2025-02-20 15:44:54,31273.0,DUARTE MARCOS,JVR ,1.0,  30709,ZJR    ,XX,entrada,2025-03-30 00:53:29
0000-00005247-A,2025-02-20 16:10:06,40073.0,AZUL PRIMERO S.R.L.,JVR ,24.0,  40303,Z6D    ,XX,entrada,2025-02-21 14:30:00
0000-00005247-A,2025-02-20 16:10:06,40073.0,AZUL PRIMERO S.R.L.,JVR ,3.0,  40303,ZL09   ,XX,entrada,2025-03-16 16:11:21
0000-00005249-A,2025-02-20 16:17:28,30074.0,LARGO MAYOR HNOS.,JVR ,70.0,  40276,Z4D    ,XX,entrada,2025-02-22 04:00:00
0000-00005256-A,2025-02-20 16:43:17,30438.0,PAEZ FABIAN MARCOS,JVR ,66.0,  40451,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005257-A,2025-02-20 16:51:30,31360.0,GIMENEZ CARLOS MARCOS,JVR ,58.0,  41542,Z4D    ,XX,entrada,2025-02-22 04:00:00
0000-00005260-A,2025-02-20 17:18:53,31301.0,LOPEZ SERGIO MARTIN,JVRE,17.0,  41201,ZL06   ,XX,entrada,2025-03-11 18:17:51
0000-00005261-A,2025-02-20 17:28:27,30292.0,GRAN PRODUCTIVO S.R.L.,JVR ,62.0,  41320,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005262-A,2025-02-20 17:37:43,30016.0,GOMEZ ESTEBAN,JVR ,19.0,  40096,Z4D    ,XX,entrada,2025-02-22 04:00:00
0000-00005263-A,2025-02-20 17:40:17,31429.0,COSTA MAYOR SAS,JVR ,34.0,  41558,ZL09   ,XX,entrada,2025-02-22 09:53:49
0000-00005266-A,2025-02-20 17:51:04,40378.0,RODRIGUEZ FERNANDO EMILIO,JVRE,20.0,  30047,ZLV2   ,XX,entrada,2025-03-11 14:30:00
0000-00005272-A,2025-02-20 18:09:18,30625.0,VERA SERGIO MANUEL,JVR ,16.0,  30625,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005272-A,2025-02-20 18:09:18,30625.0,VERA SERGIO MANUEL,JVR ,4.0,  30625,Z2C    ,XX,entrada,2025-03-03 21:13:05
0000-00005275-A,2025-02-20 18:13:57,20009.0,CUESTA FRUTAL SRL,JVR ,29.0,  41520,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005276-A,2025-02-20 18:16:26,30674.0,GRAN REGIONAL SAS,JVR ,23.0,  40753,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005278-A,2025-02-20 18:30:18,30427.0,LADERA HORTICOLA Y CIA,JVR ,29.0,  41307,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005281-A,2025-02-20 18:51:36,31292.0,MONTOYA MAURICIO GUSTAVO,JVR ,32.0,  30800,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005281-A,2025-02-20 18:51:36,40115.0,QUIROGA PEDRO,JVR ,27.0,  40587,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005284-A,2025-02-20 19:20:12,40115.0,QUIROGA PEDRO,JVR ,28.0,  40587,ZL06   ,XX,entrada,2025-02-21 04:44:05
0000-00005284-A,2025-02-20 19:20:12,40115.0,QUIROGA PEDRO,JVR ,15.0,  40587,Z2C    ,XX,entrada,2025-03-03 21:13:05
0000-00005294-A,2025-02-20 19:53:10,31731.0,PAREDES MARCOS RAFAEL,JVR ,19.0,  30119,Z1E    ,XX,entrada,2025-03-04 02:46:46
0000-00005297-A,2025-02-20 19:59:36,31297.0,SUAREZ IGNACIO FACUNDO,JVRE,13.0,  30516,ZI     ,XX,entrada,2025-03-03 03:00:00
0000-00005297-A,2025-02-20 19:59:36,31297.0,SUAREZ IGNACIO FACUNDO,JVRE,1.0,  30516,ZI     ,XX,entrada,2025-03-03 03:30:18
0000-00005300-A,2025-02-20 20:15:23,30427.0,LADERA HORTICOLA Y CIA,JVR ,61.0,  41307,ZL06   ,XX,entrada,2025-02-20 15:00:00
0000-00005301-A,2025-02-20 20:22:06,30380.0,PIEDRA PRINCIPAL S.A.,JVR ,44.0,  30358,ZL07   ,XX,entrada,2025-02-24 12:11:07
0000-00005303-A,2025-02-20 20:26:04,31096.0,SENDERO MAYOR SAS,JVR ,9.0,  41300,Z12C   ,XX,entrada,2025-02-23 05:00:00
0000-00005305-A,2025-02-20 20:38:16,30427.0,LADERA HORTICOLA Y CIA,JVR ,56.0,  41307,ZL06   ,XX,entrada,2025-02-21 03:36:06
0000-00005308-A,2025-02-20 20:50:37,31133.0,DORADO PATAGONICO SA,JVR ,72.0,  30057,ZL08   ,XX,entrada,2025-02-21 10:46:26
0000-00005309-A,2025-02-20 20:55:22,31329.0,LARGO AGROPECUARIO S.A.,JVR ,70.0,  41425,ZL06   ,XX,entrada,2025-02-21 03:36:06
0000-00005311-A,2025-02-20 21:01:22,40069.0,ALVAREZ MARCELO,JVR ,2.0,  40294,ZL06   ,XX,entrada,2025-02-21 10:00:00
0000-00005314-A,2025-02-20 21:34:00,30063.0,BAJO AGROPECUARIO Y CIA,JVR ,62.0,  41438,ZL06   ,XX,entrada,2025-02-21 03:36:06
0000-00005321-A,2025-02-20 22:07:29,31223.0,CASCADA FERTIL S.A.,JVR ,71.0,  40817,ZL06   ,XX,entrada,2025-02-21 03:36:06
0000-00005333-A,2025-02-20 23:41:50,31261.0,LADERA REAL Y CIA,JVRE,35.0,  40296,Z14E   ,XX,entrada,2025-02-27 13:49:28
0000-00005333-A,2025-02-20 23:41:50,31261.0,LADERA REAL Y CIA,JVRE,3.0,  40296,Z14E   ,XX,entrada,2025-02-27 13:49:28
0000-00005335-A,2025-02-21 00:18:56,31329.0,LARGO AGROPECUARIO S.A.,JVR ,23.0,  40425,ZL06   ,XX,entrada,2025-02-21 03:36:06
0000-00005343-A,2025-02-21 07:14:00,30982.0,LARGO MODERNO HNOS.,JVR ,50.0,  40450,ZL01   ,XX,entrada,2025-02-21 12:59:25
0000-00005343-A,2025-02-21 07:14:00,30982.0,LARGO MODERNO HNOS.,PDA ,11.0,  40450,ZL01   ,XX,entrada,2025-02-21 12:59:25
0000-00005345-A,2025-02-21 07:28:55,12421.0,LUNA REAL HNOS.,JVR ,67.0,  30469,ZL09   ,XX,entrada,2025-03-03 01:02:13
0000-00005357-A,2025-02-21 08:24:42,12421.0,LUNA REAL HNOS.,JVR ,37.0,  41445,ZL06   ,XX,entrada,2025-02-21 10:00:00
0000-00005359-A,2025-02-21 08:29:15,40071.0,RUIZ,JVR ,1.0,  40295,ZL09   ,XX,entrada,2025-03-03 01:02:03
0000-00005359-A,2025-02-21 08:29:15,40071.0,RUIZ,JVR ,18.0,  40295,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005361-A,2025-02-21 08:33:28,30297.0,RIBERA PRODUCTIVO S.A.,JVR ,38.0,  30297,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005364-A,2025-02-21 08:59:14,12421.0,LUNA REAL HNOS.,JVR ,19.0,  41445,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005366-A,2025-02-21 09:07:38,30859.0,LOPEZ MARCELO,JVR ,20.0,  30859,ZLV2   ,XX,entrada,2025-02-21 12:29:45
0000-00005367-A,2025-02-21 09:13:00,31273.0,DUARTE MARCOS,JVR ,57.0,  30808,ZL06   ,XX,entrada,2025-02-21 15:25:43
0000-00005368-A,2025-02-21 09:19:09,30827.0,PERALTA PEDRO ALEJANDRO,JVR ,19.0,  30827,ZL09   ,XX,entrada,2025-03-03 01:01:59
0000-00005368-A,2025-02-21 09:19:09,30827.0,PERALTA PEDRO ALEJANDRO,JVR ,25.0,  30827,ZL08   ,XX,entrada,2025-02-21 10:46:26
0000-00005370-A,2025-02-21 09:23:33,30941.0,CAMPO REGIONAL S.A.,JVR ,18.0,  40238,ZLV2   ,XX,entrada,2025-02-21 06:00:00
0000-00005372-A,2025-02-21 09:38:47,30066.0,BAJO FEDERAL HNOS.,JVR ,50.0,  30066,Z3E    ,XX,entrada,2025-02-23 20:00:00
0000-00005377-A,2025-02-21 10:02:25,30594.0,MOLINA SANTIAGO ANTONIO,JVR ,3.0,  41173,ZL08   ,XX,entrada,2025-02-21 10:46:26
0000-00005377-A,2025-02-21 10:02:25,30594.0,MOLINA SANTIAGO ANTONIO,JVR ,19.0,  41173,ZL09   ,XX,entrada,2025-03-03 01:02:00
0000-00005380-A,2025-02-21 10:16:51,31223.0,CASCADA FERTIL S.A.,JVR ,58.0,  40817,ZL08   ,XX,entrada,2025-02-21 18:00:00
0000-00005381-A,2025-02-21 10:28:14,31403.0,VEGA PEDRO ARIEL,JVR ,13.0,  41598,ZLV2   ,XX,entrada,2025-02-21 06:00:00
0000-00005383-A,2025-02-21 10:36:35,30006.0,MIRANDA RUBEN PABLO,JVR ,23.0,  30006,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005383-A,2025-02-21 10:36:35,30006.0,MIRANDA RUBEN PABLO,JVR ,4.0,  30006,ZL08   ,XX,entrada,2025-02-25 05:27:17
0000-00005386-A,2025-02-21 10:47:10,31042.0,VERDE NATURAL HNOS.,JVR ,70.0,  40436,Z3E    ,XX,entrada,2025-02-23 20:00:00
0000-00005388-A,2025-02-21 10:56:21,20009.0,CUESTA FRUTAL SRL,JVR ,14.0,  41520,ZLV2   ,XX,entrada,2025-02-21 06:00:00
0000-00005388-A,2025-02-21 10:56:21,20009.0,CUESTA FRUTAL SRL,PDA ,12.0,  41520,ZLV2   ,XX,entrada,2025-02-21 06:00:00
0000-00005303-A,2025-02-20 20:26:04,31096.0,SENDERO MAYOR SAS,JVR ,1.0,  41300,Z12C   ,XX,entrada,2025-02-23 05:00:00
0000-00005390-A,2025-02-21 11:02:19,31383.0,HERRERA ANTONIO DANIEL,JVR ,27.0,  41539,ZL06   ,XX,entrada,2025-02-21 12:29:45
0000-00005393-A,2025-02-21 11:13:01,40126.0,HERNANDEZ ARIEL SERGIO,JVR ,4.0,  40646,ZL09   ,XX,entrada,2025-03-03 01:01:58
0000-00005393-A,2025-02-21 11:13:01,40126.0,HERNANDEZ ARIEL SERGIO,JVR ,23.0,  40646,ZLV2   ,XX,entrada,2025-02-24 13:41:07
0000-00005394-A,2025-02-21 11:26:29,30025.0,PUENTE AGROPECUARIO SAS,JVR ,14.0,  30986,ZLV2   ,XX,entrada,2025-02-24 13:41:07
0000-00005398-A,2025-02-21 11:42:35,31373.0,MESETA FERTIL S.A.,JVR ,49.0,  41568,ZL06   ,XX,entrada,2025-02-21 13:00:00
0000-00005398-A,2025-02-21 11:42:35,31373.0,MESETA FERTIL S.A.,JVR ,12.0,  41568,ZL09   ,XX,entrada,2025-03-03 01:01:51
0000-00005399-A,2025-02-21 11:47:44,20041.0,CASTRO ADRIAN FABIAN,JVR ,24.0,  40087,ZL08   ,XX,entrada,2025-02-21 18:00:00
0000-00005402-A,2025-02-21 12:04:13,30074.0,LARGO MAYOR HNOS.,JVR ,35.0,  40285,ZL08   ,XX,entrada,2025-02-21 18:00:00
0000-00005404-A,2025-02-21 12:13:19,30428.0,LLANO ORGANICO Y CIA,JVR ,56.0,  41295,ZL06   ,XX,entrada,2025-02-21 13:00:00
0000-00005404-A,2025-02-21 12:13:19,30428.0,LLANO ORGANICO Y CIA,JVR ,12.0,  41295,ZL08   ,XX,entrada,2025-02-25 05:27:17
0000-00005408-A,2025-02-21 12:30:18,31387.0,MORALES ROBERTO DARIO,JVR ,31.0,  41019,Z3E    ,XX,entrada,2025-02-23 20:00:00
0000-00005410-A,2025-02-21 12:43:27,30051.0,LARGO FRUTICOLA E HIJOS,JVR ,56.0,  30051,Z3H    ,XX,entrada,2025-02-23 20:00:00
0000-00005411-A,2025-02-21 12:56:10,31421.0,CASTRO ALEJANDRO DIEGO,JVR ,9.0,  41531,ZL06   ,XX,entrada,2025-02-21 13:00:00
0000-00005413-A,2025-02-21 13:03:12,12464.0,CORREA FELIX,JVR ,20.0,  30525,ZLV2   ,XX,entrada,2025-02-21 14:30:00
0000-00005411-A,2025-02-21 12:56:10,31421.0,CASTRO ALEJANDRO DIEGO,PDA ,15.0,  41531,ZL06   ,XX,entrada,2025-02-21 13:00:00
0000-00005415-A,2025-02-21 13:12:42,31273.0,DUARTE MARCOS,JVR ,56.0,  41501,Z15D   ,XX,entrada,2025-02-26 13:36:16
0000-00005413-A,2025-02-21 13:03:12,12464.0,CORREA FELIX,JVR ,18.0,  30525,ZLV2   ,XX,entrada,2025-02-21 14:30:00
0000-00005418-A,2025-02-21 13:19:30,40071.0,RUIZ,JVR ,10.0,  30775,ZL06   ,XX,entrada,2025-02-21 15:25:43
0000-00005418-A,2025-02-21 13:19:30,30654.0,DUARTE LEANDRO HERNAN,JVR ,12.0,  30654,ZL06   ,XX,entrada,2025-02-21 15:25:43
0000-00005421-A,2025-02-21 13:32:41,40081.0,ARENA AGROPECUARIO HNOS.,JVR ,2.0,  41083,ZL09   ,XX,entrada,2025-03-16 16:11:21
0000-00005421-A,2025-02-21 13:32:41,40081.0,ARENA AGROPECUARIO HNOS.,JVR ,80.0,  41083,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005422-A,2025-02-21 13:42:49,31329.0,LARGO AGROPECUARIO S.A.,JVR ,42.0,  41425,ZL10   ,XX,entrada,2025-02-21 19:00:00
0000-00005425-A,2025-02-21 14:10:45,30387.0,ESTANCIA NATURAL SRL,JVR ,75.0,  41114,ZLV2   ,XX,entrada,2025-02-25 13:03:29
0000-00005428-A,2025-02-21 14:31:30,31342.0,TROPICO REGIONAL S.A.,JVR ,24.0,  30442,ZLV2   ,XX,entrada,2025-02-25 13:03:29
0000-00005428-A,2025-02-21 14:31:30,31342.0,TROPICO REGIONAL S.A.,JVR ,24.0,  30442,ZLV2   ,XX,entrada,2025-02-25 13:03:29
0000-00005431-A,2025-02-21 14:41:14,35041.0,PRADO FRUTICOLA S.R.L.,JVR ,58.0,  30569,ZL06   ,XX,entrada,2025-02-22 09:53:49
0000-00005431-A,2025-02-21 14:41:14,35041.0,PRADO FRUTICOLA S.R.L.,JVR ,1.0,  30569,ZL06   ,XX,entrada,2025-03-04 05:46:13
0000-00005436-A,2025-02-21 15:00:29,30074.0,LARGO MAYOR HNOS.,JVR ,5.0,  40948,ZL08   ,XX,entrada,2025-02-21 18:00:00
0000-00005436-A,2025-02-21 15:00:29,30074.0,LARGO MAYOR HNOS.,JVR ,74.0,  40948,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005439-A,2025-02-21 15:36:50,30427.0,LADERA HORTICOLA Y CIA,JVRE,13.0,  30070,Z26A   ,XX,entrada,2025-03-03 04:46:16
0000-00005440-A,2025-02-21 15:42:22,31273.0,DUARTE MARCOS,JVR ,68.0,  30222,ZL10   ,XX,entrada,2025-02-21 19:00:00
0000-00005441-A,2025-02-21 15:50:50,30016.0,GOMEZ ESTEBAN,JVR ,20.0,  30016,ZL08   ,XX,entrada,2025-02-21 18:00:00
0000-00005443-A,2025-02-21 16:15:08,40078.0,CASTRO JORGE,JVR ,14.0,  40309,ZL06   ,XX,entrada,2025-02-22 09:53:49
0000-00005443-A,2025-02-21 16:15:08,40078.0,CASTRO JORGE,JVR ,3.0,  40309,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005445-A,2025-02-21 16:21:39,31064.0,JIMENEZ ADRIAN EMILIO,JVR ,2.0,  30721,ZL06   ,XX,entrada,2025-02-21 17:41:12
0000-00005445-A,2025-02-21 16:21:39,31064.0,JIMENEZ ADRIAN EMILIO,JVR ,56.0,  30721,Z1E    ,XX,entrada,2025-03-04 02:46:53
0000-00005446-A,2025-02-21 16:37:28,20041.0,CASTRO ADRIAN FABIAN,JVR ,8.0,  20041,ZL06   ,XX,entrada,2025-02-22 09:53:49
0000-00005446-A,2025-02-21 16:37:28,20041.0,CASTRO ADRIAN FABIAN,PDA ,4.0,  20041,ZL06   ,XX,entrada,2025-02-22 09:53:49
0000-00005446-A,2025-02-21 16:37:28,20041.0,CASTRO ADRIAN FABIAN,JVR ,2.0,  20041,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005446-A,2025-02-21 16:37:28,20041.0,CASTRO ADRIAN FABIAN,PDA ,9.0,  20041,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005448-A,2025-02-21 16:43:23,30941.0,CAMPO REGIONAL S.A.,JVR ,15.0,  40238,ZL06   ,XX,entrada,2025-02-22 12:57:55
0000-00005448-A,2025-02-21 16:43:23,30941.0,CAMPO REGIONAL S.A.,JVR ,2.0,  40238,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005449-A,2025-02-21 16:52:23,31273.0,DUARTE MARCOS,JVR ,68.0,  30099,ZL06   ,XX,entrada,2025-02-21 17:41:12
0000-00005452-A,2025-02-21 17:07:54,30927.0,VARGAS TOMAS ANTONIO,JVR ,23.0,  41084,ZL06   ,XX,entrada,2025-02-21 21:00:00
0000-00005453-A,2025-02-21 17:12:16,20009.0,CUESTA FRUTAL SRL,JVR ,32.0,  41520,ZL06   ,XX,entrada,2025-02-21 21:00:00
0000-00005456-A,2025-02-21 17:20:03,31273.0,DUARTE MARCOS,JVR ,40.0,  40073,ZI     ,XX,entrada,2025-02-21 21:00:00
0000-00005456-A,2025-02-21 17:20:03,31273.0,DUARTE MARCOS,JVR ,2.0,  40073,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005459-A,2025-02-21 17:56:51,31126.0,VALLE REGIONAL SA,JVR ,13.0,  30465,ZL08   ,XX,entrada,2025-02-24 10:04:25
0000-00005459-A,2025-02-21 17:56:51,31126.0,VALLE REGIONAL SA,JVR ,9.0,  30465,ZL06   ,XX,entrada,2025-02-22 09:53:49
0000-00005462-A,2025-02-21 18:06:10,30970.0,MARTINEZ ANTONIO SERGIO,JVR ,14.0,  41420,ZL06   ,XX,entrada,2025-02-22 12:57:55
